TSR|monsterKey|setting|mainTitle|title|name|Diet|Frequency|Hit Dice|Intelligence|Magic Resistance|Morale|Movement|No. Appearing|No. of Attacks|Organization|Size|Special Attacks|Special Defenses|THAC0|Treasure|XP Value|Alignment|Armor Class|Climate/Terrain|Damage/Attack
['2140', '9331', '9336']|liviwall|Ravenloft|Living Wall|Living Wall|Living Wall|Assimilation (see below)|Very Rare|8 (Base)|Variable (3-18)|20%|Fearless (20)|Nil|1|Variable|Solitary|L to G+ (Rectangular area)|See below|See below|Variable|Variable|2,000 to 100,000+|Chaotic evil|8 (Base)|Any|Variable
['2102', '2140', '2428']|lizard|Advanced Dungeons & Dragons 2nd Edition|Lizard|Lizard|Fire|Carnivore|Very rare|10|Animal (1)|Nil|Steady (11-12)|9|1-4|3|Solitary|G (30')|See below|See below|11|B,Q(&times;10),S,T|3,000|Neutral|3|Any warm land|1-8/1-8/2-16
['2102', '2140', '2428']|lizard|Advanced Dungeons & Dragons 2nd Edition|Lizard|Lizard|Giant|Carnivore|Uncommon|3+1|Non- (0)|Nil|Average (8-10)|15|2-12 (2d6)|1|Solitary|H (15')|See below|Nil|17|Nil|175|Neutral|5|Any warm land|1-8
['2102', '2140', '2428']|lizard|Advanced Dungeons & Dragons 2nd Edition|Lizard|Lizard|Minotaur|Blood|Rare|8|Non- (0)|Nil|Average (8-10)|6|1-8|3|Solitary|G (40')|See below|Nil|13|J-N,Q,C (magic)|975|Neutral|5|Tropical hills and mountains|2-12/2-12/3-18
['2102', '2140', '2428']|lizard|Advanced Dungeons & Dragons 2nd Edition|Lizard|Lizard|Subterranean|Carnivore|Uncommon|6|Non- (0)|Nil|Average (8-10)|12|1-6|1|Solitary|H (20')|See below|Nil|15|O,P,Q(&times;5)|650|Neutral|5|Any subterranean|2-12
['2102', '2140']|lizarman|Advanced Dungeons & Dragons 2nd Edition|Lizard Man|Lizard Man|Lizard King|Special|Very rare|8|Average (8-10)|Nil|Champion (16)|9, Sw 15|1|1|Tribal|L (8' tall)|Skewer|Nil|13|E|975|Chaotic evil|3|Tropical, subtropical and temperate swamp|5-20 (3d6+2)
['2102', '2140']|lizarman|Advanced Dungeons & Dragons 2nd Edition|Lizard Man|Lizard Man|Lizard Man|Special|Rare|2+1|Low (5-7)|Nil|Elite (14)|6, Sw 12|8-15 (1d8+7)|3|Tribal|M (7' tall)|Nil|Nil|19|D|65<br>Patrol leader: 65<br>Subleader: 120<br>War leader: 270<br>Shaman, 3rd: 175<br>Shaman, 5th: 650<br>Shaman, 7th: 975|Neutral|5|Tropical, subtropical and temperate swamp|1-2/1-2/1-6
['2103', '2140']|locathah|Advanced Dungeons & Dragons 2nd Edition|Locathah|Locathah|Locathah|Omnivore|Rare|2|Very (11-12)|Nil|Average (9)|1, Sw 12|20-200|1|Clan|M (5'+ tall)|Nil|Nil|19|A|35|Neutral|6|Tropical and subtropical/Coastal waters|By weapon
['2140', '2103']|lurker|Advanced Dungeons & Dragons 2nd Edition|Lurker|Lurker|Lurker|Omnivore|Uncommon|10|Non- (0)|Nil|Steady (11)|1, Fl 9 (B)|1 (1-4)|1|Solitary|H (20' diam.)|See below|Nil|11|C,Y|2,000|Neutral|6|Subterranean|1-6
['2140', '2103']|lurker|Advanced Dungeons & Dragons 2nd Edition|Lurker|Lurker|Trapper|Carnivore|Rare|12|Highly (13-14)|Nil|Steady (11)|3|1|4+|Solitary|H (20-30' diam.)|See below|Nil|9|G|3,000|Neutral|3|Subterranean|See below
['2140', '2103']|lurker|Advanced Dungeons & Dragons 2nd Edition|Lurker|Lurker|Trapper, Forest|Carnivore|Rare|10|Highly (13-14)|Nil|Steady (11)|3, Br 6|1|See below|Solitary|H (20' diam.)|See below|Nil|11|G|3,000|Neutral|4|Forest|See below
['2102', '2140']|lycasewo|Advanced Dungeons & Dragons 2nd Edition|Lycanthrope, Seawolf|Lycanthrope, Seawolf|Greater|Carnivore|Very rare|9+2|Low to high (5-14)|Nil|Elite (13-14)|Sw 27, 9|4-16|1 or 2|Pack|L (12-15' long) or M|Nil|Hit only by silver, cold iron, or +1 or better magical weapons|11|Nil|1,400|Chaotic evil|5|Saltwater|3-12 or 1-2 and by weapon type
['2102', '2140']|lycasewo|Advanced Dungeons & Dragons 2nd Edition|Lycanthrope, Seawolf|Lycanthrope, Seawolf|Lesser|Carnivore|Very rare|2+2|Average (8-10)|Nil|Steady (11-12)|Sw 12, 30|3-18|1 (3)|Pack|M (6-7')|Nil|Nil|19|Nil|120|Neutral evil|6 (7)|Saltwater|2d4 (1-2/1-2/1-4)
['2102', '2140']|lycawebe|Advanced Dungeons & Dragons 2nd Edition|Lycanthrope, Werebear|Lycanthrope, Werebear|Lycanthrope, Werebear|Omnivore|Rare|7+3|Exceptional (11-12)|Nil|Elite (13-14)|9|1-4|3|Solitary|L (6-9')|Hug for 2-16|Hit only by silver or +1 or better magical weapons|13|R,T,X|1,400|Chaotic good|2|Cold or temperate regions|1-3/1-3/2-8
['2103', '2140']|lycawebo|Advanced Dungeons & Dragons 2nd Edition|Lycanthrope, Wereboar|Lycanthrope, Wereboar|Lycanthrope, Wereboar|Omnivore|Rare|5+2|Average (8-10)|Nil|Elite (13)|12|2-8|1|Tribal|M (5-6' tall)|Nil|Silver or +1 or better to hit|15|B,S|650|Neutral|4|Any dry land|2-12 or by weapon
['2122', '2140']|lycawebt|Ravenloft|Lycanthrope, Werebat|Lycanthrope, Werebat|Lycanthrope, Werebat|Blood|Rare|4+2|Average (8-10)|Nil|Steady (11-12)|9, Fl 15 (D)|1-4|3|Flock|M (6' tall)|See below|See below|17|B|420|Neutral evil|5|Temperate woodlands|1d4/1d4
['2103', '2140']|lycawefo|Advanced Dungeons & Dragons 2nd Edition|Lycanthrope, Werefox|Lycanthrope, Werefox|Lycanthrope, Werefox|Carnivore|Very rare|8+1|Average to Exceptional (8-16)|Special (see below)|Elite (13)|24, 18, or 12|1 (see below)|1|Solitary|M|Charms, spells|Silver or +1 weapons to hit|13|E,Q(&times;5),S|2,000|Chaotic evil|2, 4, or 6|Any|1-2, 2-12, or by weapon
['2140', '2102']|lycawera|Advanced Dungeons & Dragons 2nd Edition|Lycanthrope, Wererat|Lycanthrope, Wererat|Lycanthrope, Wererat|Scavenger|Uncommon|3+1|Very (11-12)|Nil|Steady (11-12)|12|4-24 (4d6)|1|Pack|S-M (3-6')|Nil|Hit only by silver or +1 or better weapons|17|C|270|Lawful evil|6|Any|By weapon
['2122', '2140']|lycawerv|Ravenloft|Lycanthrope, Wereraven|Lycanthrope, Wereraven|Lycanthrope, Wereraven|Omnivore|Uncommon|4+2|Genius (17-18)|Nil|Elite (13-14)|1, Fl 27 (C)|2-8 (2d4)|1|Flock|M (5' tall)|See below|See below|17|Q&times;10|420|Neutral good|6|Temperate Woodlands|2-12 (2d6)
['2102', '2140']|lycaweti|Advanced Dungeons & Dragons 2nd Edition|Lycanthrope, Weretiger|Lycanthrope, Weretiger|Lycanthrope, Weretiger|Carnivore|Very rare|6+2|Average (8-10)|Nil|Elite (13-14)|12|1-6|3|Solitary|M or L (6-9')|Rake for 2-5/2-5|Hit only by silver or +1 or better magical weapon|15|D,Q(&times;5)|975|Neutral|3|Any wilderness|1-4/1-4/1-12
['2102', '2140']|lycawewo|Advanced Dungeons & Dragons 2nd Edition|Lycanthrope, Werewolf|Lycanthrope, Werewolf|Lycanthrope, Werewolf|Carnivore|Common|4+3|Average (8-10)|Nil|Steady (12)|15|3-18 (3d6)|1|Pack|M (6' tall)|Nil|Hit only by silver or +1 or better magical weapon|15|B|420|Chaotic evil|5|Any|2-8
['2140', '2102']|mammherd|Advanced Dungeons & Dragons 2nd Edition|Mammal, Herd I|Mammal, Herd I|Antelope|Herbivore|Common|2|Animal (1)|Nil|Unreliable (3)|24|4-24 (4d6)|1|Herd|M (5' tall)|Stampede|Nil|19|Nil|35|Nil|7|Tropical and temperate plains|1-4
['2140', '2102']|mammherd|Advanced Dungeons & Dragons 2nd Edition|Mammal, Herd I|Mammal, Herd I|Buffalo|Herbivore|Uncommon|5|Semi- (2-4)|Nil|Average (10)|15|4-24 (4d6)|2|Herd|L (5' at shoulder)|Charge|Head is AC 3|15|Nil|175|Nil|7|Tropical and temperate plains|1-8/1-8
['2140', '2102']|mammherd|Advanced Dungeons & Dragons 2nd Edition|Mammal, Herd I|Mammal, Herd I|Camel|Herbivore|Common|3|Animal to semi- (1-4)|Nil|Unreliable (3)|21|1-12|1|Herd|L (80' tall)|Spitting|Nil|17|Nil|65|Nil|7|Any land|1-4
['2140', '2102']|mammherd|Advanced Dungeons & Dragons 2nd Edition|Mammal, Herd I|Mammal, Herd I|Cattle|Herbivore|Common|1-4|Semi- (2-4)|Nil|Unreliable (4)|15|20-200|1|Herd|L (8' long)|Stampede|Nil|17|Nil|15-120|Neutral|7|Any land|1-4
['2140', '2102']|mammherd|Advanced Dungeons & Dragons 2nd Edition|Mammal, Herd I|Mammal, Herd I|Sheep|Herbivore|Common|2|Animal (1)|Nil|Unreliable (3)|12|10-100|1|Herd|M (5' long)|Charge|Nil|19|Nil|35|Nil|7|Any land|1-4
['2125', '2140']|manscorp|Forgotten Realms|Manscorpion|Manscorpion|Manscorpion|Carnivore|Rare|8-12|Low to genius (5-18)|20%|Champion to fanatic (15-18)|12|8 or more|3|Squad, swarm, and city|L (6' tall, 4' long plus 10' tail)|Poison, possible spell use|Nil|8 HD: 13<br>9-10 HD: 11<br>11-12 HD: 9|J,K,M,Q (F,U&times;10)|4,000<br>9 HD squad leader: 5,000<br>9 HD squad spellcaster: 6,000<br>10 HD swarm leader: 6,000<br>10 HD swarm spellcaster: 8,000<br>11 HD noble: 7,000<br>11 HD sorcerer: 9,000<br>12 HD king or queen: 8,000<br>12 HD high cleric: 10,000|Neutral evil|5|Tropical or subtropical desert or caves|2-5/2-5/1-4 (claw/claw/tail), or by weapon and 2-5/1-4
['2102', '2140']|manticor|Advanced Dungeons & Dragons 2nd Edition|Manticore|Manticore|Manticore|Carnivore|Uncommon|6+3|Low (5-7)|Nil|Elite (13-14)|12, Fl 18 (E)|1-4|3|Solitary|H (15')|Tail spikes|Nil|13|E|975|Lawful evil|4|Any|1-3/1-3/1-8
['2140', '2104']|medumaed|Advanced Dungeons & Dragons 2nd Edition|Medusa, Maedar|Medusa, Maedar|Glyptar|Not applicable|Very rare|1-4 hp|Very (11-12)|Nil|Elite (13-14)|Fl 9 (A)|1|1|Solitary|T (under 6&rdquo;)|Nil|See below|See below|See below|65|Lawful evil|5|Any|1 hp or by animated weapon
['2140', '2104']|medumaed|Advanced Dungeons & Dragons 2nd Edition|Medusa, Maedar|Medusa, Maedar|Maedar|Carnivore|Very rare|6|Very (11-12)|Nil|Elite (13-14)|9|1|2|Solitary|M (5-7')|See below|See below|15|P,Q(&times;10),X,Y|975|Lawful Evil|5|Subterranean|2-8/2-8
['2102', '2140']|medusa|Advanced Dungeons & Dragons 2nd Edition|Medusa|Medusa|Greater Medusa|Omnivore|Rare|8|Very (11-12)|20%|Elite (13-14)|12|1-3|1+weapon|Solitary|M (6-7')|Petrification, poison|Poisonous blood|13|P,Q(&times;10),X,Y|4,000|Lawful evil|3|Any|1-4
['2102', '2140']|medusa|Advanced Dungeons & Dragons 2nd Edition|Medusa|Medusa|Medusa|Omnivore|Rare|6|Very (11-12)|Nil|Elite (13-14)|9|1-3|1|Solitary|M (6-7')|Petrification, poison|Nil|15|P,Q(&times;10),X,Y|2,000|Lawful evil|5|Any|1-4
['2140', '2103']|merman|Advanced Dungeons & Dragons 2nd Edition|Merman|Merman|Merman|Omnivore|Uncommon|1+1|Average-Very (8-12)|Nil|Average (10)|1, Sw 18|20-200|1|Community|M (5-6' long)|Grapple ship|Nil|19|C,R|1 HD: 65<br>2 HD: 120<br>3 HD: 175<br>4 HD: 270<br>5 HD: 420<br>6 HD: 650<br>Shaman: 420|Neutral|7|Temperate/Oceans|By weapon type
['2103', '2140']|mimic|Advanced Dungeons & Dragons 2nd Edition|Mimic|Mimic|Common|Carnivore|Rare|7-8|Average (8-10)|Nil|Champion (15)|3|1|1|Solitary|L|Glue|Camouflage|13|Incidental|7 HD: 975<br>8 HD: 1,400|Neutral|7|Subterranean|3-12 (smash)
['2103', '2140']|mimic|Advanced Dungeons & Dragons 2nd Edition|Mimic|Mimic|Killer|Carnivore|Rare|9-10|Semi- (2-4)|Nil|Elite (13)|3|1|1|Solitary|L|Glue|Camouflage|11|Incidental|9 HD: 2,000<br>10 HD: 3,000|Neutral (evil)|7|Subterranean|3-12 (smash)
['2102', '2140', '2428']|mindflay|Advanced Dungeons & Dragons 2nd Edition|Mind Flayer|Mind Flayer|Mind Flayer|Carnivore (brains)|Rare|8+4|Genius (17-18)|90%|Champion (15) + special|12|1-4|4|Community|M (6' tall)|Mind blast, see below|Magical powers|11|S,T,X (B)|9,000 (7,000 for psionic version)|Lawful evil|5|Any subterranean|2; see below
['2102', '2140']|minotaur|Advanced Dungeons & Dragons 2nd Edition|Minotaur|Minotaur|Minotaur|Carnivore (man-eater)|Rare|6+3|Low (5-7)|Nil|Elite (13) + Special|12|1-8|2|Clan|L (7½' tall)|Grapple, charge|+2 bonus on surprise roll|13|(C)|1,400<br>Elder: 3,000|Chaotic evil|6|Temperate and subtropical labyrinths|2-8/2-8 or 1-4/by weapon type
['2140', '2104']|mistcrde|Advanced Dungeons & Dragons 2nd Edition|Mist, Crimson Death|Mist, Crimson Death|Mist, Crimson Death|Carnivore|Very rare|13|Genius (17-18)|95%|Champion (15-16)|Fl 12, Fl 6 after feeding (B)|1|1|Solitary|M (60')|See below|See below|7|Z|9,000|Neutral evil|0 (4)|Bogs, swamps|3-30
['2140', '2107']|mistvamp|Advanced Dungeons & Dragons 2nd Edition|Mist, Vampiric|Mist, Vampiric|Mist, Vampiric|Blood|Rare|3|Average (8-10)|See below|Elite (13-14)|12 (6 when substantial)|1-3|1|Solitary|M (5-8' tall)|See below|See below|See below|(D)|270|Neutral evil|4 (8 when substantial)|Non-arctic/Swamps, subterranean|1-8
['2140', '2103']|mold|Advanced Dungeons & Dragons 2nd Edition|Mold I|Mold I|Brown|Heat|Very rare|N/A|Non- (0)|Nil|N/A|0|1 patch|0|Patch|S-L|Freezing|Absorb Heat|N/A|Nil|15|Neutral|9|Subterranean|N/A
['2140', '2103']|mold|Advanced Dungeons & Dragons 2nd Edition|Mold I|Mold I|Russet|Moisture|Very rare|N/A|Non- (0)|Nil|N/A|0|1 patch|0|Patch|S-L|Spores|Immune to weapons, cold, fire|N/A|Nil|35|Neutral|9|Subterranean|N/A
['2140', '2103']|mold|Advanced Dungeons & Dragons 2nd Edition|Mold I|Mold I|Yellow|Mental Energy|Uncommon|N/A|Not Ratable (0)|20%|N/A|0|1 patch|1|Patch|S-L|Poison Spores|Affected only by fire|N/A|Nil|65|Neutral|9|Subterranean|N/A
['2140']|moldman|Advanced Dungeons & Dragons 2nd Edition|Moldman|Moldman|Moldman|Carnivore|Very rare|1 to 6|Low (5-7)|Nil|Average (8-10)|12|6-24 or 30-300|1|Tribe|S-M (2-4½')|See below|See below|1 or 2 HD: 19<br>3 or 4 HD: 17<br>5 or 6 HD: 15|O,P|1 HD: 120<br>2 HD: 175<br>3 HD: 270<br>4 HD: 420<br>5 HD: 650<br>6 HD: 2,000|Neutral|4|Tropical or subtropical moist forests and caverns|1-6 or by weapon
['2140', '2103']|mongrelm|Advanced Dungeons & Dragons 2nd Edition|Mongrelman|Mongrelman|Mongrelman|Omnivore|Rare|1-4|Low to Average (5-10)|Nil|Steady (12)|9|1-100|1|Tribal|M (5-7' tall)|Nil|Camouflage, Mimicry|1-2 HD: 19<br>3-4 HD: 17|(C)|1 HD: 35<br>2 HD: 65<br>3 HD: 120<br>4 HD: 175<br>Leader: 270|Lawful neutral|5|Any|1-4 (1 HD), 1-6 (2 HD), 1-8 (3 HD), 1-10 (4 HD) or by weapon type
['2103', '2140']|morkoth|Advanced Dungeons & Dragons 2nd Edition|Morkoth|Morkoth|Morkoth|Carnivore|Very rare|7|Exceptional (15-16)|Nil|Elite (14)|Sw 18|1|1|Solitary|M (6' long)|Hypnosis|Spell reflection|13|(G)|1,400|Chaotic evil|3|Any aquatic|1-10
['2103', '2140']|muckdwel|Advanced Dungeons & Dragons 2nd Edition|Muckdweller|Muckdweller|Muckdweller|Omnivore|Rare|½|Average (8-10)|Nil|Average (10)|3, Sw 12|5-20|1|Tribal|T (1' high)|Water jet|Nil|20|Q, (J,K,L,M,N)|15|Lawful evil|6|Temperate or tropical/Swamp|1-2
['2102', '2140']|mudman|Advanced Dungeons & Dragons 2nd Edition|Mudman|Mudman|Mudman|Dweomer|Very rare|2|Non- (0)|Nil|Special|3|2-12 (2d6)|1|Pack|S (4' high)|Mud-throwing, suffocation|See below|19|Nil|175|Neutral|10|Any pool|Special
['2122', '2140']|mummgrea|Ravenloft|Mummy, Greater|Mummy, Greater|Mummy, Greater|None|Very rare|8+3 (base)|Genius (17-18)|Nil|Fanatic (17-18)|9|1|1|Solitary|M (6' tall)|See below|See below|11 (base)|V (A&times;2)|8,000 (base)|Lawful evil|2|Any/Desert, Subterranean|3d6
['2102', '2140']|mummy|Advanced Dungeons & Dragons 2nd Edition|Mummy|Mummy|Mummy|None|Rare|6+3|Low (5-7)|Nil|Champion (15)|6|2-8 (2d4)|1|Pack|M (6')|Fear, disease|See below|13|P (D)|3,000|Lawful evil|3|Desert subterranean|1-12
['2103', '2140']|myconid|Advanced Dungeons & Dragons 2nd Edition|Myconid|Myconid|Myconid|Herbivore|Rare|1-6|Average (8-10)|Nil|Steady (12) to Elite (13)|9|1-12; 20-200 in lair|1|Communal|T-L (2' per HD)|Spore Clouds|Poisonous Skin|1-2 HD: 19<br>3-4 HD: 17<br>5-6 HD: 15|S&times;2|1 HD: 65<br>2 HD: 120<br>3 HD: 175<br>4 HD: 270<br>5 HD: 420<br>6 HD: 650|Lawful neutral|10|Subterranean|1d4&times;HD
['2103', '2140']|naga|Advanced Dungeons & Dragons 2nd Edition|Naga|Naga|Guardian|Omnivore|Very rare|11-12|Exceptional (16)|Nil|Champion (15)|15|1-2|2|Solitary|H (20' long)|See below|Nil|9|X (H)|7,000|Lawful good|3|Any land|1-6/2-8
['2103', '2140']|naga|Advanced Dungeons & Dragons 2nd Edition|Naga|Naga|Spirit|Carnivore|Rare|9-10|High (13)|Nil|Elite (14)|12|1-3|1|Solitary|H (15' long)|See below|Nil|11|X (B,T)|5,000|Chaotic evil|4|Subterranean|1-3
['2103', '2140']|naga|Advanced Dungeons & Dragons 2nd Edition|Naga|Naga|Water|Omnivore|Uncommon|7-8|Very (11)|Nil|Steady (11)|9, Sw 18|1-4|1|Solitary|L (10' long)|See below|Nil|13|X (D)|3,000|Neutral|5|Freshwater|1-4
['2140', '1085', '2125', '9320']|nagadark|Forgotten Realms|Naga, Dark|Naga, Dark|Naga, Dark|Carnivore|Very rare|9|Exceptional (16)|Nil|Champion (15)|13|1-3 (usually 1)|2|Trios, pairs, alone or work with other lawful evil creatures|L (up to 12' long)|See below|Nil|11|S,T,W|4,000|Lawful evil|6|Any except arctic/any land|1-4/2-8
['2140', '1049']|neogi|Advanced Dungeons & Dragons 2nd Edition|Neogi|Neogi|Great Old Master|Carnivore|Very rare|20|Low (5-7)|10%|Unsteady (6)|3|1|0|Solitary plus feeders|H (20' high)|Digestion, young|Young|Nil|Nil|14,000|Lawful evil|5|Any|Nil
['2140', '1049']|neogi|Advanced Dungeons & Dragons 2nd Edition|Neogi|Neogi|Neogi|Carnivore|Rare|5|High (13-14)|Nil|Steady (12)|6|1-8|3|Tribal|S (3' high)|Slowing poison|Possible magic|15|Q|650|Lawful evil|3|Any|1-3/1-3/1-6
['2140', '2602', '2118']|nightmar|Planescape|Nightmare|Nightmare|Nightmare|Carnivore|Very rare|6+6|Very (11-12)|Nil|Elite (13-14)|15, F1 36 (C)|1|3|Solitary|L (6' at shoulder)|Burning hooves|Paralyzing cloud|15|Nil|2,000|Neutral evil|-4|Lower Planes|2d4+2/2d4+2/2d4
['2102', '2140']|nymph|Advanced Dungeons & Dragons 2nd Edition|Nymph|Nymph|Nymph|None|Very rare|3|Exceptional (15-16)|50%|Unsteady (7)|12|1-4|0|Solitary|M (4-6')|See below|See below|17|Q (Q&times;10,X)|1,400|Neutral (good)|9|Any|Nil
['2103', '2140']|octogian|Advanced Dungeons & Dragons 2nd Edition|Octopus, Giant|Octopus, Giant|Octopus, Giant|Carnivore|Rare|8|Animal (1)|Nil|Elite (13)|3, Sw 12|1-3|7|Solitary|Large (9-12' across)|Constriction|Ink, color change|13|(R)|2,000|Neutral (evil)|7|Any salt water|1-4 (&times;6)/2-12
['2102', '2140']|ogre|Advanced Dungeons & Dragons 2nd Edition|Ogre|Ogre|Merrow|Carnivore|Uncommon|4+4|Average (8-10)|Nil|Steady (11-12)|6, Sw 12|2-24 (2d12)|3 or 1|Tribal|Large (9')|See below|Camouflage|15|M (A)|420<br>Leader: 650<br>Chieftain: 975|Chaotic evil|4|Any water|1-6/1-6/2-8 (or by weapon +6)
['2102', '2140']|ogre|Advanced Dungeons & Dragons 2nd Edition|Ogre|Ogre|Ogre|Carnivore|Common|4+1|Low (8)|Nil|Steady (11-12)|9|2-20 (2d10)|1|Tribal|Large (9'+)|+2 to damage|Nil|17|M (Q,B,S)|270<br>Leader: 650<br>Chieftain: 975|Chaotic evil|5|Any land|1-10 (or by weapon +6)
['2102', '2140']|ogre|Advanced Dungeons & Dragons 2nd Edition|Ogre|Ogre|Ogre Mage|Carnivore|Very rare|5+2|Average to exceptional (9-16)|Nil|Elite (13-14)|9, Fl 15 (B)|1-6|1|Tribal|Large (10½')|Magic spells|Nil|15|G (R,S, magic)|650<br>Chieftain: 975|Lawful evil|4|Any oriental land|1-12
['2140', '9292']|ogrehalf|Advanced Dungeons & Dragons 2nd Edition|Ogre, Half-|Ogre, Half-|Half-Ogre|Omnivore|Very rare|2+6|Semi- to High (3-14)|Nil|Steady (12)|12|1-4|1|Tribal|L (8-9' tall)|Nil|Nil|17|B,M (Q,B,S)|270|Chaotic evil|5 (9)|Any/Land|2-8 (by weapon)
['2140', '9292']|ogrehalf|Advanced Dungeons & Dragons 2nd Edition|Ogre, Half-|Ogre, Half-|Ogrillon|Carnivore|Rare|2+4|Low (5-7)|Nil|Average (10)|12|1-4 (5-30)|2|Tribal|M (6-7' tall)|Nil|Nil|17|M (B,S)|175|Chaotic evil|6|Any/Land|2-7/2-7
['2102', '2140', '9292']|ooslje00|Advanced Dungeons & Dragons 2nd Edition|Ooze/Slime/Jelly I|Ooze/Slime/Jelly I|Jelly, Stun-|Scavenger|Rare|17|Animal (1)|Nil|Average (9)|4|1|1|Solitary|L (10' on a side)|Paralyzation|Nil|17|See below|420|Neutral|8|Any subterranean|2-8
['2102', '2140', '9292']|ooslje00|Advanced Dungeons & Dragons 2nd Edition|Ooze/Slime/Jelly I|Ooze/Slime/Jelly I|Mustard Jelly|Scavenger|Rare|7+14|Average (8-10)|10%|Elite (13-14)|9|1|1 or 2|Solitary|L (9-12' diam.)|See below|+1 or better to hit|13|See below|4,000<br>(½ if half slain)|Neutral|4|Any subterranean|5-20
['2102', '2140', '9292']|ooslje00|Advanced Dungeons & Dragons 2nd Edition|Ooze/Slime/Jelly I|Ooze/Slime/Jelly I|Olive Slime|Scavenger|Very rare|2+2|Non- (0)|See below|Average (10)|0|1-4|0|Colony|S (4' radius)|See below|See below|19|Nil|420|Neutral|9|Any subterranean|Nil
['2102', '2140', '9292']|ooslje00|Advanced Dungeons & Dragons 2nd Edition|Ooze/Slime/Jelly I|Ooze/Slime/Jelly I|Olive Slime Creature|Carnivore|Rare|See below|Animal (1)|See below|Average (9)|6|1-20|1|Colony|Special|Olive slime|See below|17, 15, or 13|Nil|420, 975, or 2,500|Neutral|9|Any damp|See below
['2102', '2140']|ooslje01|Advanced Dungeons & Dragons 2nd Edition|Ooze/Slime/Jelly II|Ooze/Slime/Jelly II|Crystal Ooze|Omnivore|Rare|4|Animal (1)|Nil|Average (10)|1, Sw 3|1-2|1|Solitary|M to L (4-12')|Poison|See below|17|Nil|420|Neutral|8|Dimly lit water|4-16
['2102', '2140']|ooslje01|Advanced Dungeons & Dragons 2nd Edition|Ooze/Slime/Jelly II|Ooze/Slime/Jelly II|Gelatinous Cube|Omnivore|Uncommon|4|Non- (0)|Nil|Average (10)|6|1|1|Solitary|L (10' cube)|Paralyzation, surprise|See below|17|Nil (incidental)|650|Neutral|8|Subterranean|2-8
['2102', '2140']|ooslje01|Advanced Dungeons & Dragons 2nd Edition|Ooze/Slime/Jelly II|Ooze/Slime/Jelly II|Gray Ooze|Omnivore|Rare|3+3|Animal (1)|Nil|Average (10)|1|1-3|1|Solitary|M to L (4-12')|Corrodes metal|See below|17|Nil|270|Neutral|8|Subterranean|2-16
['2102', '2140']|ooslje01|Advanced Dungeons & Dragons 2nd Edition|Ooze/Slime/Jelly II|Ooze/Slime/Jelly II|Green Slime|Omnivore|Rare|2|Non- (0)|Nil|Average (10)|0|1-6|0|Colony|S (2-4')|See below|See below|19|Nil|65|Neutral|9|Subterranean|Nil
['2102', '2140']|ooslje01|Advanced Dungeons & Dragons 2nd Edition|Ooze/Slime/Jelly II|Ooze/Slime/Jelly II|Ochre Jelly|Omnivore|Uncommon|6|Non- (0)|Nil|Average (10)|3|1-3|1|Solitary|M (4-7')|Nil|See below|15|Nil|270|Neutral|8|Subterranean|3-12
['2140', '2103']|oosljest|Advanced Dungeons & Dragons 2nd Edition|Ooze/Slime/Jelly, Slithering Tracker|Ooze/Slime/Jelly, Slithering Tracker|Ooze/Slime/Jelly, Slithering Tracker|Living plasma|Rare|5|Average (8-10)|Nil|Champion (15)|12|1|1|Solitary|S (3' long)|Paralyzation|Transparency|15|C|975|Neutral|5|Subterranean|Nil
['2102', '2140']|orc|Advanced Dungeons & Dragons 2nd Edition|Orc|Orc|Orc|Carnivore|Common|1|Average (8-10)|Nil|Steady (11-12)|9 (12)|30-300 (3d10&times;10)|1|Tribe|M (6' tall)|Nil|Nil|19|L (C,O,Q&times;10,S)|15<br>Subchief, leader: 35<br>Guard: 35<br>Chief: 65<br>Bodyguard: 65<br>Shaman, 1st: 35<br>Shaman, 3rd: 175<br>Shaman, 5th: 650|Lawful evil|6 (10)|Any land|1-8 (weapon)
['2102', '2140']|orc|Advanced Dungeons & Dragons 2nd Edition|Orc|Orc|Orog|Carnivore|Uncommon|3|High (10-12)|Nil|Elite (13-14)|6 (12)|20-80 (2d4&times;10)|1|Tribe|M (6-7')|+1 to damage|Nil|17|L (C,O,Q&times;10,S)|65<br>Subchief, leader: 120<br>Chief: 175|Lawful evil|4 (10)|Any land|1-10 (weapon)
['2103', '2140']|otyugh|Advanced Dungeons & Dragons 2nd Edition|Otyugh|Otyugh|Neo-Otyugh|Omnivore|Rare|9-12|Average-Very (8-12)|Nil|Fanatic (17)|6|1|3|Solitary|L (8' diam.)|Grab, disease|Never surprised|9-10 HD: 11<br>11-12 HD: 9|See below|9 HD: 2,000<br>10 HD: 3,000<br>11 HD: 4,000<br>12 HD: 5,000|Neutral|0|Subterranean|2-12/2-12/1-3
['2103', '2140']|otyugh|Advanced Dungeons & Dragons 2nd Edition|Otyugh|Otyugh|Otyugh|Omnivore|Uncommon|6-8|Low-Average (5-10)|Nil|Elite (14)|6|1 (2)|3|Solitary|M-L (6-7' diam.)|Grab, disease|Never surprised|6 HD: 15<br>7-8 HD: 13|See below|6 HD: 650<br>7 HD: 975<br>8 HD: 1,400|Neutral|3|Subterranean|1-8/1-8/2-5
